userId,contentId,contentConsumeOrder,subSectorId,subSectorName,themeTagId,subThemeTagsIds,regionTagsIds
user-004228,1149661,1,5,Estrie,18,[65],[4]
user-004229,1149479,0,1,Info National,5,[295],[]
user-004229,1148570,1,1,Info National,2,"[173, 462]",[]
user-004229,1149924,2,1,Info National,5,[84],[8]
user-004230,1149634,0,24,Toronto,18,[204],"[26, 27, 28]"
user-004230,1149757,1,1,Info National,18,[347],[16]
user-004249,1148570,0,1,Info National,2,"[148, 162]",[]
user-004250,1149763,0,3,Québec,8,[54],[9]
user-004251,1149816,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004252,1149894,0,1,Info National,13,[102],[]
user-004252,1149849,1,3,Québec,17,[355],[9]
user-004252,1149892,2,1,Info National,2,"[173, 204]",[]
user-004252,1149910,3,3,Québec,18,[65],[9]
user-004253,1149277,0,1,Info National,2,"[71, 151]",[]
user-004253,1149614,1,1,Info National,5,[84],[8]
user-004254,1149757,0,1,Info National,18,[347],[16]
user-004268,1149941,3,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004269,1149440,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004270,1149558,0,1,Info National,13,[102],[]
user-004270,1149671,1,1,Info National,2,[],[]
user-004270,1148570,2,1,Info National,2,"[173, 204]",[]
user-004271,1148570,0,21,Nouveau-Brunswick,18,[27],[24]
user-004271,1149677,1,3,Québec,18,[65],[9]
user-004271,1148334,2,1,Info National,13,"[102, 209]",[]
user-004272,1149961,0,1,Info National,2,"[173, 462]",[]
user-004272,1149892,1,1,Info National,2,"[71, 151]",[]
user-004290,1149608,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004291,1149671,0,1,Info National,13,[102],[]
user-004292,1149634,0,1,Info National,5,[84],[8]
user-004292,1149704,1,1,Info National,2,[],[]
user-004293,1149927,0,5,Estrie,18,[169],[4]
user-004294,1149653,0,3,Québec,6,[270],[9]
user-004294,1149784,1,3,Québec,20,[370],[9]
user-004295,1149553,0,1,Info National,2,"[173, 462]",[]
user-004295,1149759,1,1,Info National,2,"[71, 151]",[]
user-004296,1149658,0,24,Toronto,18,[204],"[26, 27, 28]"
user-004312,1149599,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-004313,1149623,0,1,Info National,13,[102],[]
user-004313,1148570,1,1,Info National,5,[84],[8]
user-004314,1149677,0,1,Info National,2,[],[]
user-004314,1149967,1,1,Info National,2,"[173, 204]",[]
user-004314,1148164,2,3,Québec,18,[65],[9]
user-004315,1149671,0,1,Info National,5,[84],[8]
user-004315,1145600,1,24,Toronto,18,[204],"[26, 27, 28]"
user-004316,1149739,0,1,Info National,18,[347],[16]
user-004316,1149677,1,1,Info National,15,[65],[]
user-004332,1149635,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004332,1149559,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004332,1149653,2,1,Info National,13,[102],[]
user-004332,1149661,3,9,Ottawa–Gatineau,18,[204],[12]
user-004332,1149626,4,1,Info National,5,[84],[8]
user-004332,1149569,5,3,Québec,18,[65],[9]
user-004332,1120634,6,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-004332,1149569,7,1,Info National,2,"[173, 462]",[]
user-004333,1149955,0,1,Info National,2,"[71, 151]",[]
user-004333,1149663,1,1,Info National,18,[347],[16]
user-004350,1149644,3,3,Québec,8,[54],[9]
user-004350,1149671,4,1,Info National,13,"[56, 102, 401, 463]",[]
user-004351,1149498,0,1,Info National,13,[102],[]
user-004352,1149878,0,3,Québec,18,[],[9]
user-004352,1149967,1,1,Info National,5,[84],[8]
user-004353,1149458,0,1,Info National,2,"[173, 204]",[]
user-004354,1149671,0,1,Info National,13,"[102, 209]",[]
user-004354,1149740,1,1,Info National,18,"[75, 215]",[8]
user-004355,775925,0,1,Info National,2,"[71, 151]",[]
user-004355,1070711,1,1,Info National,5,[84],[8]
user-004368,1138753,4,1,Info National,13,"[56, 102, 401, 463]",[]
user-004369,1149634,0,1,Info National,13,[102],[]
user-004369,1149664,1,1,Info National,2,[],[]
user-004370,1149599,0,5,Estrie,18,[169],[4]
user-004370,1149660,1,5,Estrie,18,[65],[4]
user-004370,1149634,2,3,Québec,18,[65],[9]
user-004370,1149471,3,1,Info National,2,"[173, 462]",[]
user-004370,1149606,4,1,Info National,18,"[75, 215]",[8]
user-004370,1149694,5,1,Info National,2,"[71, 151]",[]
user-004370,1149677,6,1,Info National,5,[84],[8]
user-004386,1149599,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004386,1149671,1,1,Info National,13,[102],[]
user-004386,1149660,2,1,Info National,5,[84],[8]
user-004386,1149645,3,1,Info National,2,[],[]
user-004386,1145625,4,31,Arts,11,[52],[]
user-004386,1142931,5,24,Toronto,18,[363],"[26, 27, 28]"
user-004387,1149757,0,3,Québec,6,[270],[9]
user-004387,1149917,1,3,Québec,18,[65],[9]
user-004387,1149917,2,1,Info National,2,"[71, 151]",[]
user-004388,1149609,0,1,Info National,5,[84],[8]
user-004406,1149558,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004407,1149558,0,1,Info National,13,[102],[]
user-004407,1149558,1,3,Québec,17,[355],[9]
user-004407,1149660,2,10,Alberta,6,[41],[13]
user-004408,1149729,0,3,Québec,18,[65],[9]
user-004409,1149894,0,7,Saguenay–Lac-St-Jean,15,[65],[10]
user-004409,1149849,1,1,Info National,2,"[71, 151]",[]
user-004409,1149780,2,1,Info National,15,[65],[]
user-004409,1149623,3,5,Estrie,17,[27],[10]
user-004409,1149664,4,1,Info National,2,"[16, 148]",[]
user-004424,1149671,0,3,Québec,8,[54],[9]
user-004425,1149427,0,1,Info National,13,[102],[]
user-004425,1149375,1,3,Québec,18,[65],[9]
user-004426,1149892,0,1,Info National,5,[295],[]
user-004426,1149910,1,1,Info National,2,"[71, 151]",[]
user-004427,1149599,0,1,Info National,5,[84],[8]
user-004427,1149784,1,1,Info National,18,[347],[16]
user-004428,1149671,0,1,Info National,15,[65],[]
user-004429,1149599,0,9,Ottawa–Gatineau,17,[71],[12]
user-004429,1149757,1,9,Ottawa–Gatineau,13,"[101, 136]",[12]
user-004448,1149967,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-004449,1146930,0,1,Info National,13,[102],[]
user-004449,1149917,1,1,Info National,5,[84],[8]
user-004450,1149553,0,1,Info National,2,[],[]
user-004450,1149558,1,3,Québec,17,[355],[9]
user-004450,1148570,2,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-004450,1149626,3,1,Info National,2,"[173, 204]",[]
user-004450,1149671,4,3,Québec,18,[65],[9]
user-004450,1149599,5,54,Espaces autochtones,17,[96],[]
user-004451,1148570,0,1,Info National,5,[84],[8]
user-004463,1149955,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004463,1149961,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-004464,1149740,0,1,Info National,13,[102],[]
user-004465,1149102,0,1,Info National,5,[84],[8]
user-004466,1149599,0,1,Info National,2,[],[]
user-004467,1149664,0,1,Info National,5,[84],[8]
user-004467,1149670,1,1,Info National,18,[347],[16]
user-004468,1149757,0,18,Côte-Nord,13,"[102, 240]","[20, 21, 22]"
user-004468,1149819,1,2,Grand Montréal,18,[204],[8]
user-004468,1149626,2,2,Grand Montréal,17,[178],[8]
user-004489,1149671,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004490,1149671,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004490,1149892,1,1,Info National,13,[102],[]
user-004491,1149880,0,1,Info National,5,[84],[8]
user-004491,1149731,1,1,Info National,2,[],[]
user-004492,1149499,0,19,Gaspésie–Îles-de-la-Madeleine,5,[401],[22]
user-004492,1149892,1,1,Info National,2,"[173, 204]",[]
user-004493,1149498,0,3,Québec,18,[65],[9]
user-004493,1149892,1,1,Info National,2,"[1, 148, 151, 211]",[]
user-004493,1149917,2,54,Espaces autochtones,17,[96],[]
user-004505,1149971,3,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004506,1149599,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004506,1148570,1,1,Info National,13,[102],[]
user-004507,1149623,0,1,Info National,5,[84],[8]
user-004508,1149671,0,1,Info National,2,[],[]
user-004508,1149927,1,24,Toronto,18,[363],"[26, 27, 28]"
user-004508,1149892,2,3,Québec,20,[370],[9]
user-004508,1149784,3,3,Québec,18,[65],[9]
user-004508,1149941,4,1,Info National,13,"[102, 209]",[]
user-004508,1149679,5,1,Info National,2,"[173, 462]",[]
user-004526,1149498,0,3,Québec,8,[54],[9]
user-004526,1149599,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004527,1149498,0,1,Info National,13,[102],[]
user-004527,1149675,1,1,Info National,5,[84],[8]
user-004527,1149623,2,1,Info National,2,[],[]
user-004528,1149789,0,3,Québec,6,[270],[9]
user-004528,1149789,1,3,Québec,18,[65],[9]
user-004529,1149553,0,1,Info National,2,"[71, 151]",[]
user-004529,1149558,1,1,Info National,5,[84],[8]
user-004529,1149368,2,1,Info National,18,[347],[16]
user-004545,1149448,0,1,Info National,2,"[148, 162]",[]
user-004545,1149457,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004545,1148570,2,1,Info National,13,[102],[]
user-004545,1149553,3,9,Ottawa–Gatineau,18,[204],[12]
user-004546,1149671,0,1,Info National,5,[84],[8]
user-004547,1149945,0,5,Estrie,18,[65],[4]
user-004547,1149892,1,3,Québec,18,[65],[9]
user-004547,1149675,2,7,Saguenay–Lac-St-Jean,15,[65],[10]
user-004547,1149923,3,1,Info National,2,"[71, 151]",[]
user-004547,1149909,4,1,Info National,5,[84],[8]
user-004566,1149935,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004567,1149704,0,1,Info National,2,"[148, 162]",[]
user-004568,1149458,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004568,1149740,1,1,Info National,13,[102],[]
user-004568,1149757,2,1,Info National,2,[],[]
user-004568,1148570,3,3,Québec,18,[65],[9]
user-004568,1149671,4,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-004568,1141743,5,1,Info National,2,"[71, 151]",[]
user-004568,1124610,6,1,Info National,5,[84],[8]
user-004568,1141096,7,24,Toronto,18,[204],"[26, 27, 28]"
user-004584,1149927,1,2,Grand Montréal,18,[204],[8]
user-004584,1149628,2,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004584,1149671,3,3,Québec,8,[54],[9]
user-004585,1149892,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004585,1149757,1,1,Info National,13,[102],[]
user-004585,1149917,2,1,Info National,2,[],[]
user-004586,1149790,0,3,Québec,18,[65],[9]
user-004586,1149790,1,7,Saguenay–Lac-St-Jean,15,[65],[10]
user-004587,1149043,0,1,Info National,18,"[75, 215]",[8]
user-004587,1149925,1,1,Info National,5,[84],[8]
user-004606,776808,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004606,1149670,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004607,1088143,0,1,Info National,13,[102],[]
user-004607,1149941,1,1,Info National,2,[50],[]
user-004608,1148570,0,1,Info National,5,[84],[8]
user-004608,1007292,1,1,Info National,2,[],[]
user-004608,1149553,2,3,Québec,20,[370],[9]
user-004608,1149004,3,10,Alberta,6,[41],[13]
user-004608,1149917,4,1,Info National,13,"[102, 209]",[]
user-004609,1149614,0,1,Info National,2,"[173, 462]",[]
user-004625,1148583,0,1,Info National,2,"[148, 162]",[]
user-004625,1147969,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004626,1149757,0,1,Info National,13,[102],[]
user-004626,1149618,1,3,Québec,17,[355],[9]
user-004627,1149599,0,3,Québec,18,[65],[9]
user-004627,1149672,1,1,Info National,2,"[71, 151]",[]
user-004627,1149675,2,1,Info National,5,[84],[8]
user-004628,1149599,0,1,Info National,2,"[16, 148]",[]
user-004628,1149671,1,1,Info National,13,"[101, 266]",[]
user-004629,1149671,0,18,Côte-Nord,13,"[102, 240]","[20, 21, 22]"
user-004646,1149713,1,1,Info National,2,"[148, 162]",[]
user-004647,1149599,0,3,Québec,8,[54],[9]
user-004647,1149892,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004648,1149634,0,1,Info National,13,[102],[]
user-004648,1149553,1,1,Info National,5,[84],[8]
user-004648,1149799,2,1,Info National,2,"[173, 204]",[]
user-004649,1149892,0,3,Québec,6,[270],[9]
user-004649,1149614,1,3,Québec,20,[370],[9]
user-004650,1149458,0,3,Québec,18,[65],[9]
user-004650,1149741,1,1,Info National,2,"[173, 462]",[]
user-004663,1149880,3,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004664,1149653,0,1,Info National,2,"[148, 162]",[]
user-004664,1149626,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004664,1149023,2,1,Info National,13,[102],[]
user-004664,1149927,3,1,Info National,5,[84],[8]
user-004665,1064298,0,1,Info National,2,[],[]
user-004666,1149740,0,1,Info National,2,"[173, 204]",[]
user-004666,1149892,1,1,Info National,5,[84],[8]
user-004666,1149955,2,1,Info National,18,[347],[16]
user-004667,1149065,0,1,Info National,15,[65],[]
user-004679,1149955,4,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004680,1149626,0,1,Info National,2,"[148, 162]",[]
user-004680,1149943,1,3,Québec,8,[54],[9]
user-004680,1149614,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-004681,1149740,0,1,Info National,13,[102],[]
user-004681,1149892,1,1,Info National,5,[84],[8]
user-004682,1149671,0,1,Info National,2,[],[]
user-004682,1149739,1,3,Québec,20,[370],[9]
user-004683,1149704,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-004683,1149512,1,1,Info National,5,[84],[8]
user-004698,1149955,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004698,1149893,1,1,Info National,13,"[71, 102]",[]
user-004699,1149660,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004699,1149599,1,1,Info National,13,[102],[]
user-004699,1149664,2,1,Info National,5,[84],[8]
user-004699,1149030,3,10,Alberta,6,[41],[13]
user-004699,1148605,4,3,Québec,18,[65],[9]
user-004699,1149097,5,21,Nouveau-Brunswick,13,"[51, 101, 102]",[24]
user-004700,1149817,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-004700,1149961,1,1,Info National,2,"[71, 151]",[]
user-004716,1148570,1,2,Grand Montréal,18,[204],[8]
user-004717,1149892,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004717,1149614,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004717,1149799,2,1,Info National,13,[102],[]
user-004717,1149677,3,1,Info National,5,[84],[8]
user-004717,1149955,4,1,Info National,2,[],[]
user-004718,1149599,0,3,Québec,6,[270],[9]
user-004718,1149671,1,5,Estrie,18,[65],[4]
user-004718,1149553,2,3,Québec,18,[65],[9]
user-004718,1149633,3,1,Info National,2,"[173, 462]",[]
user-004729,1149986,2,2,Grand Montréal,18,[204],[8]
user-004730,1149688,0,11,Colombie-Britannique–Yukon,13,[102],[14]
user-004731,1149671,0,1,Info National,13,"[71, 102]",[]
user-004732,1149671,0,1,Info National,13,[102],[]
user-004732,1148570,1,3,Québec,17,[355],[9]
user-004733,1149556,0,10,Alberta,18,"[75, 84]",[13]
user-004734,1106821,0,9,Ottawa–Gatineau,13,[203],[12]
user-004734,785373,1,3,Québec,18,[65],[9]
user-004734,1149254,2,1,Info National,2,"[1, 148, 151, 211]",[]
user-004734,1149256,3,1,Info National,2,"[71, 151]",[]
user-004749,1149599,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004749,1149660,1,1,Info National,13,[102],[]
user-004749,1149661,2,9,Ottawa–Gatineau,18,[204],[12]
user-004749,1149564,3,1,Info National,5,[84],[8]
user-004749,1149626,4,1,Info National,2,[],[]
user-004749,1149653,5,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-004749,1149584,6,1,Info National,5,[295],[]
user-004749,1149043,7,1,Info National,2,"[1, 148, 151, 211]",[]
user-004749,1149554,8,1,Info National,2,"[71, 151]",[]
user-004749,1149927,9,1,Info National,5,[84],[8]
user-004758,1149661,0,1,Info National,13,[102],[]
user-004759,1149885,0,1,Info National,2,[],[]
user-004759,1149911,1,3,Québec,17,[355],[9]
user-004760,1149558,0,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-004760,1149688,1,3,Québec,18,[65],[9]
user-004761,1146144,0,1,Info National,13,"[102, 209]",[]
user-004761,1149341,1,1,Info National,2,"[173, 462]",[]
user-004762,1149599,0,1,Info National,2,"[71, 151]",[]
user-004762,1149558,1,1,Info National,5,[84],[8]
user-004762,1149640,2,1,Info National,18,[347],[16]
user-004775,1149917,6,1,Info National,5,[102],[]
user-004775,1149996,7,1,Info National,13,"[71, 102]",[]
user-004776,1148570,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004776,1149599,1,1,Info National,13,[102],[]
user-004776,1149799,2,1,Info National,5,[84],[8]
user-004776,1148617,3,1,Info National,2,[],[]
user-004777,1141118,0,10,Alberta,6,[41],[13]
user-004777,1149892,1,3,Québec,18,[65],[9]
user-004778,1149679,0,1,Info National,5,[84],[8]
user-004778,1148570,1,24,Toronto,18,[204],"[26, 27, 28]"
user-004795,1149614,0,1,Info National,2,"[148, 162]",[]
user-004795,1149892,1,3,Québec,8,[54],[9]
user-004795,1130609,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-004796,1149892,0,1,Info National,13,[102],[]
user-004796,1149910,1,9,Ottawa–Gatineau,18,[204],[12]
user-004796,1149966,2,1,Info National,2,[],[]
user-004797,1149642,0,3,Québec,6,[270],[9]
user-004797,1149642,1,1,Info National,5,[295],[]
user-004797,1149599,2,1,Info National,13,"[102, 209]",[]
user-004798,1149653,0,1,Info National,2,"[173, 462]",[]
user-004804,1148570,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004805,1149883,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004805,1149943,1,1,Info National,13,[102],[]
user-004805,1149757,2,1,Info National,2,[],[]
user-004805,1149614,3,3,Québec,18,[65],[9]
user-004806,1149508,0,1,Info National,18,"[75, 215]",[8]
user-004807,1149892,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-004807,1149671,1,1,Info National,5,[84],[8]
user-004807,1149213,2,1,Info National,18,[347],[16]
user-004808,1149599,0,1,Info National,15,[65],[]
user-004821,1149671,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004821,1149729,2,1,Info National,2,"[148, 162]",[]
user-004821,1094054,3,3,Québec,8,[54],[9]
user-004822,1149102,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004822,1149102,1,1,Info National,13,[102],[]
user-004823,1149671,0,19,Gaspésie–Îles-de-la-Madeleine,5,[84],"[20, 21, 22]"
user-004823,1148570,1,1,Info National,5,[84],[8]
user-004824,1148570,0,21,Nouveau-Brunswick,8,[215],"[19, 23, 24, 25]"
user-004824,1149671,1,1,Info National,2,"[71, 151]",[]
user-004825,1033920,0,6,Mauricie–Centre-du-Québec,8,[94],[7]
user-004843,1149659,2,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004844,1149892,0,1,Info National,2,"[148, 162]",[]
user-004844,1149927,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004845,1149614,0,1,Info National,13,[102],[]
user-004846,1149883,0,1,Info National,5,[84],[8]
user-004846,1149661,1,1,Info National,2,[],[]
user-004846,1149740,2,5,Estrie,18,[65],[4]
user-004847,1149892,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-004847,1149892,1,1,Info National,2,"[71, 151]",[]
user-004847,1149927,2,1,Info National,5,[84],[8]
user-004859,1149892,4,1,Info National,13,"[56, 102, 401, 463]",[]
user-004859,1149941,5,1,Info National,13,[102],[]
user-004860,1149479,0,19,Gaspésie–Îles-de-la-Madeleine,5,[84],"[20, 21, 22]"
user-004860,1149554,1,1,Info National,5,[84],[8]
user-004861,1148570,0,3,Québec,18,[65],[9]
user-004861,1149418,1,1,Info National,13,"[102, 209]",[]
user-004861,1149955,2,1,Info National,2,"[173, 462]",[]
user-004862,1149697,0,1,Info National,2,"[71, 151]",[]
user-004862,1149697,1,1,Info National,5,[84],[8]
user-004863,1149661,0,1,Info National,15,[65],[]
user-004878,1148570,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004878,1149892,2,1,Info National,13,[102],[]
user-004879,1048783,0,24,Toronto,18,[363],"[26, 27, 28]"
user-004879,1114247,1,3,Québec,18,[65],[9]
user-004880,1149599,0,1,Info National,2,"[71, 151]",[]
user-004880,1149653,1,1,Info National,5,[84],[8]
user-004880,1149614,2,6,Mauricie–Centre-du-Québec,8,[94],[7]
user-004880,1149892,3,1,Info National,13,[],[8]
user-004881,1149599,0,30,Sports,6,[34],[]
user-004881,1149640,1,1,Info National,2,[],[]
user-004899,1149819,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-004899,1149455,2,1,Info National,13,[102],[]
user-004900,1149799,0,1,Info National,2,[],[]
user-004900,1149671,1,1,Info National,5,[84],[8]
user-004901,1149652,0,24,Toronto,18,[204],"[26, 27, 28]"
user-004901,1149892,1,1,Info National,2,"[148, 202]",[]
user-004902,1149578,0,31,Arts,11,[9],[8]
user-004902,1149592,1,2,Grand Montréal,18,"[204, 347]",[8]
user-004903,1149636,0,1,Info National,13,[],[8]
user-004903,1149553,1,2,Grand Montréal,18,[],[8]
user-004920,1123232,2,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004920,1149400,3,1,Info National,13,"[56, 102, 401, 463]",[]
user-004920,1149499,4,1,Info National,13,[102],[]
user-004921,1149671,0,1,Info National,5,[84],[8]
user-004921,1149378,1,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-004922,1149697,0,1,Info National,2,"[173, 204]",[]
user-004922,1149964,1,3,Québec,6,[270],[9]
user-004923,1149608,0,7,Saguenay–Lac-St-Jean,15,[],[10]
user-004923,1149955,1,3,Québec,18,[65],[9]
user-004923,1149892,2,24,Toronto,17,"[27, 51]","[26, 27, 28]"
user-004943,1149759,0,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-004944,1149511,0,1,Info National,2,"[148, 162]",[]
user-004945,1149799,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004946,1149961,0,1,Info National,13,[102],[]
user-004946,1149817,1,6,Mauricie–Centre-du-Québec,2,[101],"[4, 7]"
user-004946,1143193,2,1,Info National,2,"[173, 204]",[]
user-004947,1149669,0,3,Québec,18,[65],[9]
user-004948,1149671,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-004948,1149961,1,1,Info National,2,"[71, 151]",[]
user-004948,1149980,2,1,Info National,5,[84],[8]
user-004965,1149671,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-004965,1149599,1,1,Info National,13,[102],[]
user-004966,1149644,0,9,Ottawa–Gatineau,18,[204],[12]
user-004966,1149757,1,18,Côte-Nord,15,[65],[21]
user-004966,1149883,2,1,Info National,2,"[173, 462]",[]
user-004966,1149943,3,1,Info National,2,"[1, 148, 151, 211]",[]
user-004967,1149397,0,54,Espaces autochtones,17,[96],[]
user-004967,1148570,1,1,Info National,5,[84],[8]
user-004968,1149599,0,1,Info National,15,[65],[]
user-004968,1149671,1,1,Info National,13,"[101, 266]",[]
user-004989,1149553,1,1,Info National,2,"[148, 162]",[]
user-004989,1148570,2,1,Info National,5,[102],[]
user-004990,1149430,0,3,Québec,8,[54],[9]
user-004990,1149892,1,1,Info National,13,[102],[]
user-004990,1149757,2,1,Info National,5,[84],[8]
user-004991,1149599,0,1,Info National,15,[65],[]
user-004991,1149653,1,1,Info National,2,"[148, 202]",[]
user-004991,1149559,2,9,Ottawa–Gatineau,18,[361],[12]
user-004991,1149624,3,1,Info National,2,[202],[]
user-004991,1149527,4,1,Info National,13,[],[8]
user-005005,1145336,5,1,Info National,13,"[56, 102, 401, 463]",[]
user-005005,1149671,6,1,Info National,13,[102],[]
user-005006,1149614,0,1,Info National,2,[],[]
user-005006,1149757,1,3,Québec,17,[355],[9]
user-005007,1149599,0,3,Québec,18,[65],[9]
user-005007,1149675,1,1,Info National,5,[295],[]
user-005007,1149660,2,1,Info National,2,"[173, 462]",[]
user-005007,1149894,3,1,Info National,18,"[75, 215]",[8]
user-005007,1149663,4,1,Info National,2,"[71, 151]",[]
user-005007,1149927,5,1,Info National,5,[84],[8]
user-005026,1149626,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-005027,1149955,0,1,Info National,2,"[148, 162]",[]
user-005027,1149945,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-005028,1149647,0,1,Info National,13,[102],[]
user-005028,1149599,1,1,Info National,5,[84],[8]
user-005028,1149672,2,30,Sports,6,[81],[]
user-005028,1149927,3,24,Toronto,18,[363],"[26, 27, 28]"
user-005028,1149757,4,1,Info National,2,"[173, 204]",[]
user-005028,1149892,5,3,Québec,6,[270],[9]
user-005029,1149817,0,5,Estrie,18,[65],[4]
user-005043,1149927,1,21,Nouveau-Brunswick,13,[102],"[4, 19, 23, 24, 25]"
user-005044,1149799,0,1,Info National,2,"[148, 162]",[]
user-005044,1149927,1,1,Info National,13,"[56, 102, 401, 463]",[]
user-005045,1149614,0,1,Info National,13,[102],[]
user-005045,1149880,1,3,Québec,18,[65],[9]
user-005046,1149448,0,1,Info National,2,"[1, 148, 151, 211]",[]
user-005046,1149499,1,1,Info National,5,[84],[8]
user-005047,1149660,0,1,Info National,18,[347],[16]
user-005047,1149664,1,1,Info National,15,[65],[]
user-005048,1149817,0,60,Thématique,9,[300],[]
user-005061,1149660,0,1,Info National,2,"[148, 162]",[]
user-005061,1149599,1,3,Québec,8,[54],[9]
user-005061,1149892,2,1,Info National,13,"[56, 102, 401, 463]",[]
user-005061,1149967,3,1,Info National,13,[102],[]
user-005061,1149757,4,1,Info National,2,[],[]
user-005062,1144715,0,3,Québec,17,[355],[9]
user-005062,1121750,1,1,Info National,2,"[173, 204]",[]
user-005062,1149932,2,1,Info National,2,"[71, 151]",[]
user-005062,1149894,3,1,Info National,5,[84],[8]
user-005062,1149849,4,63,Grand Nord,5,[461],"[14, 29]"
user-005079,1149882,3,1,Info National,13,"[56, 102, 401, 463]",[]
user-005080,1149669,0,1,Info National,5,[84],[8]
user-005080,1149636,1,1,Info National,2,[],[]
user-005080,1149585,2,3,Québec,18,[65],[9]
user-005081,1149623,0,7,Saguenay–Lac-St-Jean,15,[65],[10]
user-005081,1149664,1,1,Info National,2,"[71, 151]",[]
user-005081,1149927,2,1,Info National,5,[84],[8]
user-005082,1147371,0,1,Info National,18,[347],[16]
user-005082,1147371,1,31,Arts,11,[19],[]
user-005082,1147371,2,1,Info National,2,"[16, 148]",[]
user-005100,1073129,0,1,Info National,13,"[56, 102, 401, 463]",[]
user-005100,1073129,1,1,Info National,13,[102],[]
user-005101,1149368,0,1,Info National,5,[84],[8]
user-005101,1149599,1,9,Ottawa–Gatineau,8,"[183, 375]",[12]
user-005102,1149599,0,3,Québec,18,[65],[9]
user-005103,1149043,0,1,Info National,2,"[71, 151]",[]
user-005103,1149915,1,1,Info National,5,[84],[8]
user-005104,1149934,0,1,Info National,2,"[148, 202]",[]
user-005104,651778,1,21,Nouveau-Brunswick,17,"[30, 371]",[24]
user-005105,1149614,0,60,Thématique,9,[300],[]
